Disaster Nbr,Disaster Type,Disaster Name,State,Service Office,Declaration Dt,Declaration FY,Deadline Dt,Rec Created Dt,Declaration Type Cd
948601,1,CONTIGUOUS MONTANA SEC AG,SD,9030,4/30/97,1997,11/21/97,5/16/97 0:00,A
948701,1,CONTIGUOUS MONTANA SEC AG,WY,9030,4/30/97,1997,11/21/97,5/16/97 0:00,A
948800,0,"  SBA FL FIRE, MANATEE COUNTY",FL,9020,5/2/97,1997,2/2/98,5/16/97 0:00,A
948901,1,TEXAS SEC AG,TX,9030,5/8/97,1997,11/21/97,5/16/97 0:00,S
949001,1,INDIANA SEC AG,IN,9020,5/8/97,1997,11/24/97,5/16/97 0:00,S
949101,1,CONTIGUOUS INDIANA SEC AG,IL,9020,5/8/97,1997,11/24/97,5/16/97 0:00,S
949201,1,CONTIGUOUS INDIANA SEC AG,KY,9020,5/8/97,1997,11/24/97,5/16/97 0:00,S
949301,1,CONTIGUOUS INDIANA SEC AG,MI,9020,5/8/97,1997,11/24/97,5/16/97 0:00,S
949401,1,CONTIGUOUS INDIANA SEC AG,OH,9020,5/8/97,1997,11/24/97,5/16/97 0:00,S
949501,1,TEXAS SEC AG,TX,9030,5/8/97,1997,11/21/97,5/16/97 0:00,S
949601,1,TEXAS SEC AG,TX,9030,5/8/97,1997,11/21/97,5/16/97 0:00,S
949701,1,TEXAS SEC AG,TX,9030,5/8/97,1997,11/21/97,5/16/97 0:00,S
949801,1,TEXAS SEC AG,TX,9030,5/20/97,1997,11/21/97,6/6/97 0:00,S
949901,1,IDAHO SEC AG,ID,9040,5/20/97,1997,12/8/97,6/6/97 0:00,S
950001,1,CONTIGUOUS IDAHO SEC AG,OR,9040,5/20/97,1997,12/8/97,6/6/97 0:00,S
950101,1,CONTIGUOUS IDAHO SEC AG,WA,9040,5/20/97,1997,12/8/97,6/6/97 0:00,S
950201,1,NEW YORK SEC AG,NY,9010,5/20/97,1997,12/8/97,6/6/97 0:00,S
950301,1,CONTIGUOUS NEW YORK SEC AG,CT,9010,5/20/97,1997,12/8/97,6/6/97 0:00,S
950401,1,OHIO SEC AG,OH,9020,5/20/97,1997,12/16/97,6/6/97 0:00,S
950501,1,CONTIGUOUS OHIO SEC AG,IN,9020,5/20/97,1997,12/16/97,6/6/97 0:00,S
950601,1,NORTH DAKOTA SEC AG,ND,9030,5/20/97,1997,12/16/97,6/6/97 0:00,S
950701,1,CONTIGUOUS NORTH DAKOTA SEC AG,MN,9020,5/20/97,1997,12/16/97,6/6/97 0:00,S
950801,1,CONTIGUOUS NORTH DAKOTA SEC AG,MT,9030,5/20/97,1997,12/16/97,6/6/97 0:00,S
950901,1,CONTIGUOUS NORTH DAKOTA SEC AG,SD,9030,5/20/97,1997,12/16/97,6/6/97 0:00,S
951001,1,OKLAHOMA SEC AG,OK,9030,5/20/97,1997,1/2/98,6/6/97 0:00,S
951101,1,CONTIGUOUS OKLAHOMA SEC AG,KS,9030,5/20/97,1997,1/2/98,6/6/97 0:00,S
951201,1,CONTIGUOUS OKLAHOMA SEC AG,TX,9030,5/20/97,1997,1/2/98,6/6/97 0:00,S
951300,0,FL STORMS/TORNADOES (DUVAL COUNTY),FL,9020,6/4/97,1997,3/4/98,6/6/97 0:00,A
951400,0,TEXAS TORNADOES,TX,9030,6/6/97,1997,3/6/98,6/10/97 0:00,A
951500,0,OHIO 4 COUNTY FLOODING,OH,9020,6/13/97,1997,3/13/98,6/16/97 0:00,A
951600,0,OUACHITA PARISH TORNADOES,LA,9030,6/13/97,1997,3/13/98,6/16/97 0:00,A
951700,0,4 MS COUNTIES/FLOODING,MS,9020,6/13/97,1997,3/13/98,6/27/97 0:00,P
951800,0,MS FLOODING,AR,9030,6/13/97,1997,3/13/98,6/26/97 0:00,P
951900,0,MS FLOODING,LA,9030,6/13/97,1997,3/13/98,6/26/97 0:00,P
952001,1,AG/AR EXCESSIVE RAIN,AR,9030,5/15/97,1997,1/15/98,6/26/97 0:00,S
952101,1,AG/AR EXCESSIVE RAIN,LA,9030,5/15/97,1997,1/15/98,6/26/97 0:00,S
952200,0,FLOODING IN HOLMES COUNTY,MS,9020,6/20/97,1997,3/20/98,6/25/97 0:00,A
952300,0,"FLOODING, MUD SLIDES, RAIN",WV,9010,6/20/97,1997,3/20/98,6/25/97 0:00,A
952400,0,POWELL COUNTY FLOODING,KY,9020,6/30/97,1997,3/30/98,7/2/97 0:00,A
952500,0,MICHIGAN SBA - FLASH FLOODING,MI,9010,7/3/97,1997,4/3/98,7/9/97 0:00,A
952600,0,WISCONSIN STORMS/FLOODING,WI,9010,7/7/97,1997,4/7/98,7/9/97 0:00,P
952700,0,TEXAS STORMS/FLOODING,TX,9030,7/7/97,1997,4/7/98,7/9/97 0:00,P
952800,0,"MARION COUNTY, MS FLOODING",MS,9020,7/11/97,1997,4/13/98,7/14/97 0:00,A
952900,0,MISSISSIPPI FLOODING,LA,9030,7/11/97,1997,4/13/98,7/24/97 0:00,A
953000,0,MICHIGAN FLOODING,MI,9020,7/11/97,1997,4/13/98,7/14/97 0:00,P
953100,0,CLERMONT COUNTY TORNADO,OH,9020,7/16/97,1997,4/16/98,7/22/97 0:00,A
953200,0,OHIO TORNADO,KY,9020,7/16/97,1997,4/16/98,7/22/97 0:00,A
953300,0,ALLEGHENY COUNTY FLOODING,PA,9010,7/16/97,1997,4/16/98,7/22/97 0:00,A
953401,1,"  AG/FL WIND,RAIN,FLOOD",FL,9020,5/30/97,1997,1/30/98,7/24/97 0:00,S
953501,1,"AG/TX WMSON COUNTY RAIN,WIND",TX,9030,6/6/97,1997,2/6/98,7/24/97 0:00,S
953601,1,"AG/TX SCHLEICHER COUNTY RAIN,WIND",TX,9030,6/9/97,1997,2/9/98,7/24/97 0:00,S
953700,0,RAMSEY COUNTY FLOODING,MN,9020,7/18/97,1997,4/20/98,7/22/97 0:00,A
953801,1,"AG/OR RAIN,WIND",OR,9040,6/30/97,1997,3/2/98,7/24/97 0:00,S
953901,1,AG/TX DONLEY COUNTY RAIN,TX,9030,7/1/97,1997,3/2/98,7/24/97 0:00,S
954001,1,AG/OK COLD/FREEZE,OK,9030,7/1/97,1997,3/2/98,7/24/97 0:00,S
954101,1,AG/OK COLD/FREEZE,AR,9030,7/1/97,1997,3/2/98,7/24/97 0:00,S
954201,1,AG/OK COLD/FREEZE,KS,9030,7/1/97,1997,3/2/98,7/24/97 0:00,S
954301,1,AG/OK COLD/FREEZE,TX,9030,7/1/97,1997,3/2/98,7/24/97 0:00,S
954401,1,AG/AR DROUGHT,AR,9030,7/1/97,1997,3/2/98,7/24/97 0:00,S
954501,1,AG/NE WINTER STORMS,NE,9030,7/2/97,1997,3/2/98,7/24/97 0:00,S
954601,1,AG/NE WINTER STORMS,CO,9030,7/2/97,1997,3/2/98,7/24/97 0:00,S
954701,1,AG/NE WINTER STORMS,SD,9030,7/2/97,1997,3/2/98,7/24/97 0:00,S
954801,1,AG/NE WINTER STORMS,WY,9030,7/2/97,1997,3/2/98,7/24/97 0:00,S
954901,1,AG/TX SNOWSTORM,TX,9030,7/2/97,1997,3/2/98,7/24/97 0:00,S
955001,1,AG/TX SNOWSTORM,NM,9030,7/2/97,1997,3/2/98,7/24/97 0:00,S
955101,1,AG/NM FREEZE,NM,9030,7/2/97,1997,3/2/98,7/24/97 0:00,S
955201,1,AG/TX WHARTON COUNTY RAIN,TX,9030,7/2/97,1997,3/2/98,7/24/97 0:00,S
955301,1,AG/TX FREEZE,TX,9030,7/2/97,1997,3/2/98,7/24/97 0:00,S
955401,1,AG/TX FREEZE,OK,9030,7/2/97,1997,3/2/98,7/24/97 0:00,S
955500,0,PEND OREILLE FLOODING,WA,9040,7/21/97,1997,4/21/98,7/22/97 0:00,P
955700,0,IDAHO FLOODING,ID,9040,7/22/97,1997,4/22/98,7/23/97 0:00,P
955801,1,AG/LAVACA COUNTY RAIN,OK,9030,7/8/97,1997,3/9/98,7/24/97 0:00,S
955901,1,AG/WY BLIZZARD,WY,9030,7/8/97,1997,3/9/98,7/24/97 0:00,S
956001,1,AG/WY BLIZZARD,CO,9030,7/8/97,1997,3/9/98,7/24/97 0:00,S
956101,1,AG/WY BLIZZARD,MT,9030,7/8/97,1997,3/9/98,7/24/97 0:00,S
956201,1,AG/WY BLIZZARD,NE,9030,7/8/97,1997,3/9/98,7/24/97 0:00,S
956301,1,AG/WY BLIZZARD,SD,9030,7/8/97,1997,3/9/98,7/24/97 0:00,S
956401,1,AG/NM SNOW/FREEZE/RAIN,NM,9030,7/8/97,1997,3/9/98,7/24/97 0:00,S
956500,0,HURRICANE DANNY,LA,9030,7/25/97,1997,4/27/98,7/31/97 0:00,A
956600,0,VERMONT FLOODING,VT,9010,7/25/97,1997,4/27/98,7/31/97 0:00,P
956700,0,VERMONT FLOODING,NH,9010,7/25/97,1997,4/27/98,7/31/97 0:00,P
956800,0,FLOODING (DANNY),AL,9020,7/25/97,1997,4/28/98,7/31/97 0:00,P
956900,0,ALABAMA FLOODING(DANNY),MS,9020,7/25/97,1997,4/28/98,7/31/97 0:00,P
957000,0,ALABAMA FLOODING(DANNY),FL,9020,7/25/97,1997,4/28/98,7/31/97 0:00,P
957100,0,OH TORNADOES & FLOODING,OH,9020,8/5/97,1997,5/5/98,8/7/97 0:00,A
957200,0,"FT. COLLINS, CO FLOODING",CO,9030,8/1/97,1997,5/1/98,8/5/97 0:00,P
957300,0,"FT. COLLINS, CO FLOODING",WY,9030,8/1/97,1997,5/1/98,8/5/97 0:00,P
957400,0,"FT. COLLINS, CO FLOODING",NE,9030,8/1/97,1997,5/1/98,8/5/97 0:00,P
957500,0,NC - HURRICANE DANNY,NC,9020,8/5/97,1997,5/5/98,8/7/97 0:00,A
957600,0,CONTIGUOUS TO NC HURRICANE DANNY,SC,9020,8/5/97,1997,5/5/98,8/7/97 0:00,A
957700,0,TN 7B2D ROCKSLIDE ON I-40,TN,9020,8/6/97,1997,5/6/98,8/7/97 0:00,A
957800,0,CONTIG. 7B2D ROCKSLIDE ON I-40,NC,9020,8/6/97,1997,5/6/98,8/7/97 0:00,A
957900,0,TEXAS - HAYS COUNTY STORMS,TX,9030,8/7/97,1997,5/7/98,8/7/97 0:00,A
958100,0,HOCKING COUNTY OHIO FLOODING,OH,9020,8/25/97,1997,5/26/98,8/29/97 0:00,A
958200,0,MINNESOTA STORMS,MN,9020,8/25/97,1997,5/26/98,8/29/97 0:00,P
958301,1,CASTRO COUNTY FREEZE,TX,9030,7/24/97,1997,3/24/98,9/10/97 0:00,S
958401,1,AG/SD WINTER STORMS,SD,9030,7/31/97,1997,3/31/98,9/10/97 0:00,S
958501,1,AG/SD WINTER STORMS,IA,9030,7/31/97,1997,3/31/98,9/10/97 0:00,S
958601,1,AG/SD WINTER STORMS,MN,9020,7/31/97,1997,3/31/98,9/10/97 0:00,S
958701,1,AG/SD WINTER STORMS,WY,9030,7/31/97,1997,3/31/98,9/10/97 0:00,S
958801,1,AG/CAMERON COUNTY FLOODING,TX,9030,8/5/97,1997,4/6/98,9/10/97 0:00,S
958901,1,AG/WILBARGER COUNTY FREEZE,TX,9030,8/5/97,1997,4/6/98,9/10/97 0:00,S
959001,1,AG/LA FLOODING,LA,9030,8/5/97,1997,4/6/98,9/10/97 0:00,S
959101,1,AG/LA FLOODING,AR,9030,8/5/97,1997,4/6/98,9/10/97 0:00,S
959201,1,AG/MD DROUGHT,MD,9010,8/8/97,1997,4/8/98,9/10/97 0:00,S
959301,1,AG/MD DROUGHT,DE,9010,8/8/97,1997,4/8/98,9/10/97 0:00,S
959401,1,AG/MD DROUGHT,PA,9010,8/8/97,1997,4/8/98,9/10/97 0:00,S
959501,1,AG/MD DROUGHT,VA,9010,8/8/97,1997,4/8/98,9/10/97 0:00,S
959601,1,AG/MD DROUGHT,WV,9010,8/8/97,1997,4/8/98,9/10/97 0:00,S
959701,1,"AG/WILBARGER COUNTY, TX FREEZE",OK,9030,8/5/97,1997,4/6/98,9/10/97 0:00,S
959800,0,NC ROCKSLIDE,NC,9020,8/29/97,1997,5/29/98,9/10/97 0:00,A
959901,1,AG/NY FREEZE,NY,9010,8/18/97,1997,4/20/98,9/11/97 0:00,S
960001,1,"AG/STARR COUNTY, TX RAIN",TX,9030,8/25/97,1997,4/27/98,9/11/97 0:00,S
960101,1,AG/NE HAIL/WIND/RAIN,NE,9030,8/25/97,1997,4/27/98,9/11/97 0:00,S
960201,1,AG/NE HAIL/WIND/RAIN,KS,9030,8/25/97,1997,4/27/98,9/11/97 0:00,S
960301,1,AG/MT FLOODING,MT,9030,8/25/97,1997,4/27/98,9/11/97 0:00,S
960401,1,AG/PA FROST/FREEZE,PA,9010,8/25/97,1997,4/27/98,9/11/97 0:00,S
960501,1,AG/PA FROST/FREEZE,MD,9010,8/25/97,1997,4/27/98,9/11/97 0:00,S
960601,1,AG/PA FROST/FREEZE,WV,9010,8/25/97,1997,4/27/98,9/11/97 0:00,S
960701,1,"AG/HARTLEY CTY,TX HAIL",TX,9030,8/25/97,1997,4/27/98,9/11/97 0:00,S
960801,1,"AG/HARTLEY CTY,TX HAIL",NM,9030,8/25/97,1997,4/27/98,9/11/97 0:00,S
960900,0,"COOK COUNTY, IL FLOODING",IL,9020,9/17/97,1997,6/17/98,9/18/97 0:00,P
961000,0,"COOK COUNTY, IL FLOODING",IN,9020,9/17/97,1997,6/17/98,9/18/97 0:00,P
961100,0,NJ FLOODING,NJ,9010,9/23/97,1997,6/23/98,9/26/97 0:00,P
961200,0,BONNER COUNTY ECONOMIC INJURY,ID,9040,10/1/97,1997,7/1/98,10/7/97 0:00,A
961300,0,MONTANA CONTIGUOUS EI,MT,9030,10/1/97,1997,7/1/98,10/7/97 0:00,A
961400,0,WASHINGTON CONTIGUOUS EI,WA,9040,10/1/97,1997,7/1/98,10/7/97 0:00,A
961500,0,HILLSBOROUGH COUNTY FLOODING,FL,9020,10/5/97,1997,7/6/98,10/7/97 0:00,A
961601,1,SEC AG OH,OH,9020,10/10/97,1997,5/11/98,10/15/97 0:00,S
961701,1,CONTIGUOUS SEC AG OH,IN,9020,10/10/97,1997,5/11/98,10/15/97 0:00,S
961801,1,CONTIGUOUS SEC AG OH,KY,9020,10/10/97,1997,5/11/98,10/15/97 0:00,S
961901,1,CONTIGUOUS SEC AG OH,MI,9020,10/10/97,1997,5/11/98,10/15/97 0:00,S
962001,1,CONTIGUOUS SEC AG OH,WV,9010,10/10/97,1997,5/11/98,10/15/97 0:00,S
962101,1,SEC AG KENTUCKY,KY,9020,10/10/97,1997,5/11/98,10/15/97 0:00,S
962201,1,SEC AG MISSISSIPPI,MS,9020,10/10/97,1997,5/15/98,10/15/97 0:00,S
962301,1,CONTIGUOUS SEC AG MISSISSIPPI,AR,9030,10/10/97,1997,5/15/98,10/15/97 0:00,S
962401,1,CONTIGUOUS SEC AG MISSISSIPPI,LA,9030,10/10/97,1997,5/15/98,10/15/97 0:00,S
962501,1,SEC AG OHIO,OH,9020,10/10/97,1997,5/15/98,10/15/97 0:00,S
962601,1,CONTIGUOUS SEC AG OHIO,IN,9020,10/10/97,1997,5/15/98,10/15/97 0:00,S
962701,1,CONTIGUOUS SEC AG OHIO,KY,9020,10/10/97,1997,5/15/98,10/15/97 0:00,S
962801,1,CONTIGUOUS SEC AG OHIO,MI,9020,10/10/97,1997,5/15/98,10/15/97 0:00,S
962901,1,SEC AG TEXAS,TX,9030,10/10/97,1997,5/15/98,10/15/97 0:00,S
963001,1,SEC AG PENNSYLVANIA,PA,9010,10/10/97,1997,5/15/98,10/15/97 0:00,S
963101,1,CONTIGUOUS SEC AG PENNSYLVANIA,MD,9010,10/10/97,1997,5/15/98,10/15/97 0:00,S
963201,1,CONTIGUOUS SEC AG PENNSYLVANIA,OH,9020,10/10/97,1997,5/15/98,10/15/97 0:00,S
963300,0,SAIPAN/TINIAN SUPER TYPHOON JOAN,MP,9040,10/29/97,1997,7/29/98,11/5/97 0:00,A
963400,0,PINELLAS COUNTY STORMS,FL,9020,11/4/97,1997,8/4/98,11/5/97 0:00,A
963500,0,MANATEE COUNTY FLOODING,FL,9020,11/4/97,1997,8/4/98,11/5/97 0:00,A
963600,0,VOLUSIA COUNTY STORMS,FL,9020,11/6/97,1997,8/6/98,11/18/97 0:00,A
963701,1,AG/AR HAILSTORM,AR,9030,10/6/97,1997,6/8/98,11/26/97 0:00,S
963801,1,AG/AR FREEZE,AR,9030,10/6/97,1997,6/8/98,11/26/97 0:00,S
963901,1,AG/AR FREEZE,MO,9030,10/6/97,1997,6/8/98,11/26/97 0:00,S
964001,1,AG/AR FREEZE,OK,9030,10/6/97,1997,6/8/98,11/26/97 0:00,S
964101,1,AG/DE DROUGHT,DE,9010,10/6/97,1997,6/8/98,11/26/97 0:00,S
964201,1,AG/DE DROUGHT,MD,9010,10/6/97,1997,6/8/98,11/26/97 0:00,S
964301,1,AG/DE DROUGHT,NJ,9010,10/6/97,1997,6/8/98,11/26/97 0:00,S
964401,1,AG/DE DROUGHT,PA,9010,10/6/97,1997,6/8/98,11/26/97 0:00,S
964501,1,AG/KS TORNADOES,KS,9030,10/6/97,1997,6/8/98,11/26/97 0:00,S
964601,1,AG/KS TORNADOES,CO,9030,10/6/97,1997,6/8/98,11/26/97 0:00,S
964701,1,AG/KS TORNADOES,NE,9030,10/6/97,1997,6/8/98,11/26/97 0:00,S
964801,1,AG/KS STORMS,KS,9030,10/6/97,1997,6/8/98,11/26/97 0:00,S
964901,1,AG/KS STORMS,MO,9030,10/6/97,1997,6/8/98,11/26/97 0:00,S
965001,1,AG/KS STORMS,NE,9030,10/6/97,1997,6/8/98,11/26/97 0:00,S
965101,1,AG/OH STORMS,OH,9020,10/6/97,1997,6/8/98,11/26/97 0:00,S
965201,1,AG/OH STORMS,KY,9020,10/6/97,1997,6/8/98,11/26/97 0:00,S
965301,1,AG/NY DROUGHT,NY,9010,10/6/97,1997,6/8/98,11/26/97 0:00,S
965401,1,AG/NY DROUGHT,MA,9010,10/6/97,1997,6/8/98,11/26/97 0:00,S
965501,1,AG/NY DROUGHT,PA,9010,10/6/97,1997,6/8/98,11/26/97 0:00,S
965601,1,AG/NY DROUGHT,VT,9010,10/6/97,1997,6/8/98,11/26/97 0:00,S
965701,1,AG/NY FREEZE/HEAT,NY,9010,10/6/97,1997,6/8/98,11/26/97 0:00,S
965801,1,AG/PA DROUGHT,PA,9010,10/6/97,1997,6/8/98,11/26/97 0:00,S
965901,1,AG/PA DROUGHT,MD,9010,10/6/97,1997,6/8/98,11/26/97 0:00,S
966001,1,AG/PA DROUGHT,NJ,9010,10/6/97,1997,6/8/98,11/26/97 0:00,S
966101,1,AG/PA DROUGHT,NY,9010,10/6/97,1997,6/8/98,11/26/97 0:00,S
966201,1,AG/PA DROUGHT,OH,9020,10/6/97,1997,6/8/98,11/26/97 0:00,S
966301,1,AG/PA DROUGHT,WV,9010,10/6/97,1997,6/8/98,11/26/97 0:00,S
966401,1,AG/NY DROUGHT,NY,9010,10/6/97,1997,6/8/98,11/26/97 0:00,S
966501,1,AG/NY DROUGHT,NY,9010,10/6/97,1997,6/8/98,11/26/97 0:00,S
966601,1,AG/MN STORMS/WIND/HAIL,MN,9020,10/6/97,1997,6/8/98,11/26/97 0:00,S
966701,1,AG/MN STORMS/WIND/HAIL,SD,9030,10/6/97,1997,6/8/98,11/26/97 0:00,S
966800,0,"BEAUREGARD PARISH STORMS, RAIN",LA,9030,11/10/97,1997,8/10/98,11/17/97 0:00,A
966900,0,LOUISIANA TORNADOES,TX,9030,11/10/97,1997,8/10/98,7/10/98 0:00,A
967000,0,YUBA COUNTY FIRE,CA,9040,11/20/97,1997,8/20/98,11/26/97 0:00,A
967100,0,KISSIMMEE FLEA MARKET FIRE,FL,9020,11/26/97,1997,8/26/98,12/2/97 0:00,A
967200,0,ORANGE COUNTY FLEA MARKET FIRE,FL,9020,11/26/97,1997,8/26/98,12/2/97 0:00,A
967300,0,PEARL RIVER COUNTY TORNADO,MS,9020,12/1/97,1997,9/1/98,12/2/97 0:00,A
967400,0,"PEARL RIVER COUNTY, MS TORNADO",LA,9030,12/1/97,1997,9/1/98,12/2/97 0:00,A
967500,0,KITSAP APT FIRE,WA,9040,12/1/97,1997,9/1/98,12/2/97 0:00,A
967600,0,MARIANAS/TYPHOON KEITH,MP,9040,12/8/97,1997,9/8/98,12/11/97 0:00,P
967700,0,"DANVILLE, VA FIRE",VA,9010,12/10/97,1997,9/10/98,12/11/97 0:00,A
967901,1,AG/VA DROUGHT,VA,9010,11/17/97,1997,7/17/98,1/27/98 0:00,S
968001,1,AG/WI TORNADOES,WI,9020,10/24/97,1997,6/24/98,1/27/98 0:00,S
968101,1,AG/WI TORNADOES,MN,9020,10/24/97,1997,6/24/98,1/27/98 0:00,S
968201,1,AG/OK TORNADOES,OK,9030,11/17/97,1997,7/17/98,1/27/98 0:00,S
968301,1,AG/OK TORNADOES,KS,9030,11/17/97,1997,7/17/98,1/27/98 0:00,S
968401,1,AG/OK TORNADOES,TX,9030,11/17/97,1997,7/17/98,1/27/98 0:00,S
968501,1,AG/OH STORMS,OH,9020,11/17/97,1997,7/17/98,1/27/98 0:00,S
968601,1,AG/OH STORMS,WV,9010,11/17/97,1997,7/17/98,1/27/98 0:00,S
968701,1,AG/VA DROUGHT,VA,9010,11/24/97,1997,7/24/98,1/27/98 0:00,S
968801,1,AG/OH DROUGHT,OH,9020,11/17/97,1997,7/17/98,1/27/98 0:00,S
968901,1,AG/OH DROUGHT,PA,9010,11/17/97,1997,7/17/98,1/27/98 0:00,S
969001,1,AG/OH DROUGHT,WV,9010,11/17/97,1997,7/17/98,1/27/98 0:00,S
969101,1,AG/VA DROUGHT,VA,9010,11/24/97,1997,7/24/98,1/27/98 0:00,S
969201,1,AG/WY INFESTATION/DROUGHT,WY,9030,11/24/97,1997,7/24/98,1/27/98 0:00,S
969301,1,AG/WY INFESTATION/DROUGHT,MT,9030,11/24/97,1997,7/24/98,1/27/98 0:00,S
969400,0,TYPHOON PAKA,GU,9040,12/17/97,1997,9/17/98,12/19/97 0:00,P
969500,0,HILLSBOROUGH COUNTY STORMS,FL,9020,12/22/97,1997,9/22/98,12/23/97 0:00,A
969600,0,ROTA/TYPHOON PAKA,MP,9040,12/24/97,1997,9/24/98,12/29/97 0:00,P
969700,0,"WESTCHESTER COUNTY, NY FIRE",NY,9010,12/31/97,1997,9/30/98,1/5/98 0:00,A
970001,1,AG/WV FREEZE,WV,9010,11/25/97,1997,7/27/98,1/27/98 0:00,S
970101,1,AG/WV FREEZE,MD,9010,11/25/97,1997,7/27/98,1/27/98 0:00,S
970201,1,AG/WV FREEZE,VA,9010,11/25/97,1997,7/27/98,1/27/98 0:00,S
970301,1,AG/NJ FLOODING,NJ,9010,12/8/97,1997,8/10/98,1/27/98 0:00,S
970401,1,AG/NJ FLOODING,DE,9010,12/8/97,1997,8/10/98,1/27/98 0:00,S
970500,0,FL STORMS/FLOODING,FL,9020,1/6/98,1998,10/6/98,1/7/98 0:00,P
970601,1,AG/OR STORMS,OR,9040,12/8/97,1997,8/10/98,1/27/98 0:00,S
970701,1,AG/OR STORMS,ID,9040,12/8/97,1997,8/10/98,1/27/98 0:00,S
970801,1,AG/OR STORMS,NV,9040,12/8/97,1997,8/10/98,1/27/98 0:00,S
970901,1,AG/SC FROST/HAIL/DROUGHT,SC,9020,12/8/97,1997,8/10/98,1/27/98 0:00,S
971001,1,AG/SC FROST/HAIL/DROUGHT,GA,9020,12/8/97,1997,8/10/98,1/27/98 0:00,S
971101,1,AG/SC FROST/HAIL/DROUGHT,NC,9020,12/8/97,1997,8/10/98,1/27/98 0:00,S
971200,0,UPSTATE NY ICE STORMS,NY,9010,1/10/98,1998,10/13/98,1/12/98 0:00,P
971300,0,UPSTATE NY ICE STORMS,VT,9010,1/10/98,1998,10/13/98,1/12/98 0:00,P
971400,0,ORANGE COUNTY FLOODING,CA,9040,1/12/98,1998,10/12/98,1/16/98 0:00,A
971500,0,BROWARD COUNTY CONDO FIRE,FL,9020,1/14/98,1998,10/14/98,1/16/98 0:00,A
971600,0,TN FLOODING,TN,9020,1/13/98,1998,10/13/98,1/16/98 0:00,P
971800,0,PHILA. APT FIRE,PA,9010,1/15/98,1998,10/15/98,1/16/98 0:00,A
972000,0,ME ICE STORMS,ME,9010,1/15/98,1998,10/15/98,1/16/98 0:00,P
972100,0,ME ICE STORMS,NH,9010,1/15/98,1998,10/15/98,1/16/98 0:00,P
972200,0,NC FLOODING,NC,9020,1/15/98,1998,10/15/98,1/16/98 0:00,P
972300,0,NH ICE STORMS,NH,9010,1/24/98,1998,10/24/98,1/27/98 0:00,P
972400,0,NH ICE STORMS,VT,9010,1/24/98,1998,10/24/98,1/27/98 0:00,P
972500,0,NH ICE STORMS,MA,9010,1/24/98,1998,10/24/98,1/27/98 0:00,P
972600,0,VERMONT ICE STORM,VT,9010,1/26/98,1998,10/26/98,2/4/98 0:00,P
972700,0,MANATEE COUNTY STORMS/FLOODING,FL,9020,1/30/98,1998,10/30/98,2/10/98 0:00,A
972801,1,AG/AL HURR. DANNY/DROUGHT,AL,9020,12/15/97,1997,8/17/98,3/23/98 0:00,S
972901,1,AG/AL HURR. DANNY/DROUGHT,FL,9020,12/15/97,1997,8/17/98,3/23/98 0:00,S
973001,1,AG/AL HURR. DANNY/DROUGHT,GA,9020,12/15/97,1997,8/17/98,3/23/98 0:00,S
973101,1,AG/AL HURR. DANNY/DROUGHT,MS,9020,12/15/97,1997,8/17/98,3/23/98 0:00,S
973201,1,AG/AL HURR. DANNY/DROUGHT,TN,9020,12/15/97,1997,8/17/98,3/23/98 0:00,S
973301,1,AG/NY DROUGHT,NY,9010,12/15/97,1997,8/17/98,3/23/98 0:00,S
973401,1,AG/NE DROUGHT/FREEZE/WIND,NE,9030,12/15/97,1997,8/17/98,3/23/98 0:00,S
973501,1,AG/NE DROUGHT/FREEZE/WIND,CO,9030,12/15/97,1997,8/17/98,3/23/98 0:00,S
973601,1,AG/NE DROUGHT/FREEZE/WIND,IA,9030,12/15/97,1997,8/17/98,3/23/98 0:00,S
973701,1,AG/NE DROUGHT/FREEZE/WIND,KS,9030,12/15/97,1997,8/17/98,3/23/98 0:00,S
973801,1,AG/NE DROUGHT/FREEZE/WIND,SD,9030,12/15/97,1997,8/17/98,3/23/98 0:00,S
973901,1,AG/NY DROUGHT,NY,9010,12/15/97,1997,8/17/98,3/23/98 0:00,S
974100,0,CA STORMS/FLOODING,CA,9040,2/9/98,1998,11/9/98,2/10/98 0:00,P
974201,1,AG/TX DROUGHT,TX,9030,1/14/98,1998,9/14/98,3/23/98 0:00,S
974301,1,"AG/GA DROUGHT, RAIN,WIND,HAIL",GA,9020,2/6/98,1998,10/6/98,3/12/98 0:00,S
974401,1,"AG/GA DROUGHT, RAIN,WIND,HAIL",AL,9020,2/6/98,1998,10/6/98,3/12/98 0:00,S
974501,1,"AG/GA DROUGHT, RAIN,WIND,HAIL",FL,9020,2/6/98,1998,10/6/98,3/12/98 0:00,S
974601,1,"AG/GA DROUGHT, RAIN,WIND,HAIL",NC,9020,2/6/98,1998,10/6/98,3/12/98 0:00,S
974701,1,"AG/GA DROUGHT, RAIN,WIND,HAIL",SC,9020,2/6/98,1998,10/6/98,3/12/98 0:00,S
974801,1,"AG/GA DROUGHT, RAIN,WIND,HAIL",TN,9020,2/6/98,1998,10/6/98,3/12/98 0:00,S
974900,0,FLA TORNADOES,FL,9020,2/12/98,1998,11/12/98,2/13/98 0:00,P
975000,0,"BRANFORD, CT FIRE",CT,9010,2/19/98,1998,11/19/98,2/24/98 0:00,A
975200,0,DESOTO PARISH STORM,LA,9030,2/20/98,1998,11/20/98,2/24/98 0:00,A
